2020-05-09 23:34:10,112 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2020-05-09 23:34:10,181 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2020-05-09 23:34:10,183 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2020-05-09 23:34:10,183 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2020-05-09 23:34:10,217 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2020-05-09 23:34:10,217 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2020-05-09 23:34:10,287 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2020-05-10 00:04:29,459 INFO  SwAddin.cs: 271 - Assembly export called for file autolabor_pro1.SLDASM
2020-05-10 00:04:29,463 INFO  SwAddin.cs: 276 - Save is required
2020-05-10 00:04:29,463 INFO  SwAddin.cs: 290 - Saving assembly
2020-05-10 00:04:30,170 INFO  SwAddin.cs: 293 - Opening property manager
2020-05-10 00:04:30,268 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from autolabor_pro1.SLDASM
2020-05-10 00:04:30,329 INFO  ExportHelperExtension.cs: 1142 - Found 62 in autolabor_pro1.SLDASM
2020-05-10 00:04:30,330 INFO  ExportHelperExtension.cs: 1152 - Found 6 features of type [CoordSys] in autolabor_pro1.SLDASM
2020-05-10 00:04:30,331 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-05-10 00:04:30,349 INFO  ExportHelperExtension.cs: 1167 - 13 components to check
2020-05-10 00:04:30,350 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from car_chassis-1
2020-05-10 00:04:30,351 INFO  ExportHelperExtension.cs: 1142 - Found 38 in car_chassis-1
2020-05-10 00:04:30,352 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in car_chassis-1
2020-05-10 00:04:30,352 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from left_motor-1
2020-05-10 00:04:30,353 INFO  ExportHelperExtension.cs: 1142 - Found 34 in left_motor-1
2020-05-10 00:04:30,353 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in left_motor-1
2020-05-10 00:04:30,354 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from left_motor-2
2020-05-10 00:04:30,354 INFO  ExportHelperExtension.cs: 1142 - Found 34 in left_motor-2
2020-05-10 00:04:30,355 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in left_motor-2
2020-05-10 00:04:30,356 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from right_motor-1
2020-05-10 00:04:30,356 INFO  ExportHelperExtension.cs: 1142 - Found 34 in right_motor-1
2020-05-10 00:04:30,357 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in right_motor-1
2020-05-10 00:04:30,357 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from right_motor-2
2020-05-10 00:04:30,357 INFO  ExportHelperExtension.cs: 1142 - Found 34 in right_motor-2
2020-05-10 00:04:30,358 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in right_motor-2
2020-05-10 00:04:30,359 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from lf_wheel-1
2020-05-10 00:04:30,359 INFO  ExportHelperExtension.cs: 1142 - Found 37 in lf_wheel-1
2020-05-10 00:04:30,360 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in lf_wheel-1
2020-05-10 00:04:30,361 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from rb_wheel-1
2020-05-10 00:04:30,361 INFO  ExportHelperExtension.cs: 1142 - Found 37 in rb_wheel-1
2020-05-10 00:04:30,363 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in rb_wheel-1
2020-05-10 00:04:30,364 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from car_shell-1
2020-05-10 00:04:30,364 INFO  ExportHelperExtension.cs: 1142 - Found 42 in car_shell-1
2020-05-10 00:04:30,365 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in car_shell-1
2020-05-10 00:04:30,366 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from rf_wheel-1
2020-05-10 00:04:30,366 INFO  ExportHelperExtension.cs: 1142 - Found 37 in rf_wheel-1
2020-05-10 00:04:30,367 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in rf_wheel-1
2020-05-10 00:04:30,368 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from lb_wheel-1
2020-05-10 00:04:30,368 INFO  ExportHelperExtension.cs: 1142 - Found 37 in lb_wheel-1
2020-05-10 00:04:30,369 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in lb_wheel-1
2020-05-10 00:04:30,370 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from top_deck-1
2020-05-10 00:04:30,370 INFO  ExportHelperExtension.cs: 1142 - Found 32 in top_deck-1
2020-05-10 00:04:30,371 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in top_deck-1
2020-05-10 00:04:30,375 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from support_stick-1
2020-05-10 00:04:30,375 INFO  ExportHelperExtension.cs: 1142 - Found 36 in support_stick-1
2020-05-10 00:04:30,378 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in support_stick-1
2020-05-10 00:04:30,458 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from lidar-2
2020-05-10 00:04:30,459 INFO  ExportHelperExtension.cs: 1142 - Found 35 in lidar-2
